Serial Capture Session Started - 2025-10-19 21:08:44.965
Software: COM7, Machine: COM15, Baud: 19200
================================================================================
*** Forwarding ENABLED - 'R' received from Software ***
[2025-10-19 21:09:08.794] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:08.794] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:08.795] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:09.785] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.806] Machine → Software: 32 30 30 30 30 30 31 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 4F (200000100000000000000000000000000O)
[2025-10-19 21:09:09.819] Software → Machine: 52 (R)
[2025-10-19 21:09:09.834] Machine → Software: 52 (R)
[2025-10-19 21:09:09.836] Software → Machine: 30 (0)
[2025-10-19 21:09:09.837] Machine → Software: 30 (0)
[2025-10-19 21:09:09.839] Software → Machine: 32 (2)
[2025-10-19 21:09:09.840] Machine → Software: 32 (2)
[2025-10-19 21:09:09.842] Software → Machine: 34 (4)
[2025-10-19 21:09:09.843] Machine → Software: 34 (4)
[2025-10-19 21:09:09.845] Software → Machine: 30 (0)
[2025-10-19 21:09:09.846] Machine → Software: 30 (0)
[2025-10-19 21:09:09.848] Software → Machine: 34 (4)
[2025-10-19 21:09:09.849] Machine → Software: 34 (4)
[2025-10-19 21:09:09.850] Software → Machine: 30 (0)
[2025-10-19 21:09:09.852] Machine → Software: 30 (0)
[2025-10-19 21:09:09.852] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:09.853] Machine → Software: 30 36 41 30 (06A0)
[2025-10-19 21:09:09.854] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:09.855] Machine → Software: 30 37 36 34 (0764)
[2025-10-19 21:09:09.855] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.856] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:09.857] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.858] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:09.859] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.860] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:09.860] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.871] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:09.894] Machine → Software: 30 30 30 30 30 30 30 30 30 30 30 30 30 4F (0000000000000O)
[2025-10-19 21:09:09.906] Software → Machine: 52 (R)
[2025-10-19 21:09:09.915] Machine → Software: 52 (R)
[2025-10-19 21:09:09.920] Software → Machine: 30 (0)
[2025-10-19 21:09:09.921] Machine → Software: 30 (0)
[2025-10-19 21:09:09.923] Software → Machine: 32 (2)
[2025-10-19 21:09:09.925] Machine → Software: 32 (2)
[2025-10-19 21:09:09.926] Software → Machine: 30 (0)
[2025-10-19 21:09:09.927] Machine → Software: 30 (0)
[2025-10-19 21:09:09.929] Software → Machine: 36 (6)
[2025-10-19 21:09:09.930] Machine → Software: 36 (6)
[2025-10-19 21:09:09.932] Software → Machine: 41 (A)
[2025-10-19 21:09:09.933] Machine → Software: 41 (A)
[2025-10-19 21:09:09.934] Software → Machine: 30 (0)
[2025-10-19 21:09:09.936] Machine → Software: 30 (0)
[2025-10-19 21:09:09.936] Machine → Software: 31 44 31 42 32 (1D1B2)
[2025-10-19 21:09:09.937] Machine → Software: 41 30 33 38 (A038)
[2025-10-19 21:09:09.938] Machine → Software: 30 30 30 32 43 30 (0002C0)
[2025-10-19 21:09:09.940] Machine → Software: 33 30 32 30 30 30 30 30 33 (302000003)
[2025-10-19 21:09:09.942] Machine → Software: 30 35 30 30 30 30 30 (0500000)
[2025-10-19 21:09:09.943] Machine → Software: 30 46 46 46 46 46 (0FFFFF)
[2025-10-19 21:09:09.944] Machine → Software: 46 30 30 46 43 36 (F00FC6)
[2025-10-19 21:09:09.945] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:11.826] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:13.859] Machine → Software: 30 30 30 30 30 30 30 30 30 30 30 4F (00000000000O)
[2025-10-19 21:09:13.860] Software → Machine: 52 52 02 66 03 6B 52 (RR.f.kR)
[2025-10-19 21:09:13.861] Machine → Software: 52 (R)
[2025-10-19 21:09:13.862] Machine → Software: 3F 51 51 21 (?QQ!)
[2025-10-19 21:09:13.863] Machine → Software: 52 (R)
[2025-10-19 21:09:13.907] Software → Machine: 52 (R)
[2025-10-19 21:09:13.908] Machine → Software: 3F (?)
[2025-10-19 21:09:13.977] Software → Machine: 52 (R)
[2025-10-19 21:09:13.979] Machine → Software: 52 (R)
[2025-10-19 21:09:13.997] Software → Machine: 46 (F)
[2025-10-19 21:09:13.999] Machine → Software: 46 (F)
[2025-10-19 21:09:14.017] Software → Machine: 3F (?)
[2025-10-19 21:09:14.018] Machine → Software: 3F (?)
[2025-10-19 21:09:14.037] Software → Machine: 52 (R)
[2025-10-19 21:09:14.039] Machine → Software: 52 (R)
[2025-10-19 21:09:14.041] Software → Machine: 30 (0)
[2025-10-19 21:09:14.042] Machine → Software: 30 (0)
[2025-10-19 21:09:14.043] Software → Machine: 32 (2)
[2025-10-19 21:09:14.045] Machine → Software: 32 (2)
[2025-10-19 21:09:14.046] Software → Machine: 30 (0)
[2025-10-19 21:09:14.047] Machine → Software: 30 (0)
[2025-10-19 21:09:14.049] Software → Machine: 36 (6)
[2025-10-19 21:09:14.050] Machine → Software: 36 (6)
[2025-10-19 21:09:14.052] Software → Machine: 41 (A)
[2025-10-19 21:09:14.053] Machine → Software: 41 (A)
[2025-10-19 21:09:14.055] Software → Machine: 30 (0)
[2025-10-19 21:09:14.056] Machine → Software: 30 (0)
[2025-10-19 21:09:14.057] Machine → Software: 31 44 31 42 (1D1B)
[2025-10-19 21:09:14.058] Machine → Software: 32 41 30 33 38 (2A038)
[2025-10-19 21:09:14.059] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:14.059] Machine → Software: 43 30 33 30 (C030)
[2025-10-19 21:09:14.060] Machine → Software: 32 30 30 30 (2000)
[2025-10-19 21:09:14.061] Machine → Software: 30 30 33 (003)
[2025-10-19 21:09:14.061] Machine → Software: 30 35 30 30 (0500)
[2025-10-19 21:09:14.062] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:14.063] Machine → Software: 46 46 46 46 (FFFF)
[2025-10-19 21:09:14.063] Machine → Software: 46 46 30 (FF0)
[2025-10-19 21:09:14.064] Machine → Software: 30 46 43 36 (0FC6)
[2025-10-19 21:09:14.065] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:14.066] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:14.066] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:14.067] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:14.068] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:14.874] Machine → Software: 30 30 4F (00O)
[2025-10-19 21:09:15.271] Software → Machine: 57 (W)
[2025-10-19 21:09:15.273] Machine → Software: 57 (W)
[2025-10-19 21:09:15.275] Software → Machine: 46 (F)
[2025-10-19 21:09:15.276] Machine → Software: 46 (F)
[2025-10-19 21:09:15.278] Software → Machine: 46 (F)
[2025-10-19 21:09:15.279] Machine → Software: 46 (F)
[2025-10-19 21:09:15.281] Software → Machine: 46 (F)
[2025-10-19 21:09:15.282] Machine → Software: 46 (F)
[2025-10-19 21:09:15.283] Software → Machine: 45 (E)
[2025-10-19 21:09:15.285] Machine → Software: 45 (E)
[2025-10-19 21:09:15.286] Software → Machine: 44 (D)
[2025-10-19 21:09:15.287] Machine → Software: 44 (D)
[2025-10-19 21:09:15.289] Software → Machine: 30 (0)
[2025-10-19 21:09:15.290] Machine → Software: 30 (0)
[2025-10-19 21:09:15.292] Software → Machine: 30 (0)
[2025-10-19 21:09:15.293] Machine → Software: 30 (0)
[2025-10-19 21:09:15.295] Software → Machine: 30 (0)
[2025-10-19 21:09:15.296] Machine → Software: 30 (0)
[2025-10-19 21:09:15.298] Software → Machine: 41 (A)
[2025-10-19 21:09:15.299] Machine → Software: 41 (A)
[2025-10-19 21:09:15.300] Software → Machine: 31 (1)
[2025-10-19 21:09:15.302] Machine → Software: 31 (1)
[2025-10-19 21:09:15.303] Software → Machine: 3F (?)
[2025-10-19 21:09:15.808] Machine → Software: 3F (?)
[2025-10-19 21:09:15.809] Software → Machine: 52 (R)
[2025-10-19 21:09:15.810] Machine → Software: 52 (R)
[2025-10-19 21:09:15.812] Software → Machine: 46 (F)
[2025-10-19 21:09:15.813] Machine → Software: 46 (F)
[2025-10-19 21:09:15.815] Software → Machine: 46 (F)
[2025-10-19 21:09:15.816] Machine → Software: 46 (F)
[2025-10-19 21:09:15.818] Software → Machine: 46 (F)
[2025-10-19 21:09:15.819] Machine → Software: 46 (F)
[2025-10-19 21:09:15.821] Software → Machine: 45 (E)
[2025-10-19 21:09:15.822] Machine → Software: 45 (E)
[2025-10-19 21:09:15.824] Software → Machine: 44 (D)
[2025-10-19 21:09:15.825] Machine → Software: 44 (D)
[2025-10-19 21:09:15.827] Software → Machine: 30 (0)
[2025-10-19 21:09:15.828] Machine → Software: 30 (0)
[2025-10-19 21:09:15.829] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:15.830] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:15.831] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:15.831] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:15.832] Machine → Software: 30 30 30 38 (0008)
[2025-10-19 21:09:15.833] Machine → Software: 33 30 30 36 (3006)
[2025-10-19 21:09:15.834] Machine → Software: 33 30 30 30 (3000)
[2025-10-19 21:09:15.835] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:15.836] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:16.896] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:18.927] Machine → Software: 30 30 30 30 30 30 30 30 30 30 33 30 30 30 30 30 31 41 30 30 30 30 30 30 30 4F (00000000003000001A0000000O)
[2025-10-19 21:09:18.928] Software → Machine: 57 52 (WR)
[2025-10-19 21:09:18.929] Machine → Software: 57 (W)
[2025-10-19 21:09:18.930] Machine → Software: 3F (?)
[2025-10-19 21:09:18.984] Software → Machine: 52 (R)
[2025-10-19 21:09:18.986] Machine → Software: 52 (R)
[2025-10-19 21:09:19.606] Software → Machine: 02 66 03 6B (.f.k)
[2025-10-19 21:09:19.607] Machine → Software: 3F (?)
[2025-10-19 21:09:19.608] Machine → Software: 51 21 (Q!)
[2025-10-19 21:09:19.609] Software → Machine: 46 (F)
[2025-10-19 21:09:19.611] Machine → Software: 51 (Q)
[2025-10-19 21:09:19.675] Software → Machine: 52 (R)
[2025-10-19 21:09:19.678] Machine → Software: 52 (R)
[2025-10-19 21:09:19.695] Software → Machine: 46 (F)
[2025-10-19 21:09:19.696] Machine → Software: 46 (F)
[2025-10-19 21:09:19.715] Software → Machine: 3F (?)
[2025-10-19 21:09:19.717] Machine → Software: 3F (?)
[2025-10-19 21:09:19.736] Software → Machine: 57 (W)
[2025-10-19 21:09:19.737] Machine → Software: 57 (W)
[2025-10-19 21:09:19.739] Software → Machine: 30 (0)
[2025-10-19 21:09:19.740] Machine → Software: 30 (0)
[2025-10-19 21:09:19.742] Software → Machine: 32 (2)
[2025-10-19 21:09:19.743] Machine → Software: 32 (2)
[2025-10-19 21:09:19.745] Software → Machine: 30 (0)
[2025-10-19 21:09:19.746] Machine → Software: 30 (0)
[2025-10-19 21:09:19.748] Software → Machine: 31 (1)
[2025-10-19 21:09:19.749] Machine → Software: 31 (1)
[2025-10-19 21:09:19.750] Software → Machine: 44 (D)
[2025-10-19 21:09:19.751] Machine → Software: 44 (D)
[2025-10-19 21:09:19.753] Software → Machine: 43 (C)
[2025-10-19 21:09:19.754] Machine → Software: 43 (C)
[2025-10-19 21:09:19.756] Software → Machine: 30 (0)
[2025-10-19 21:09:19.757] Machine → Software: 30 (0)
[2025-10-19 21:09:19.759] Software → Machine: 31 (1)
[2025-10-19 21:09:19.760] Machine → Software: 31 (1)
[2025-10-19 21:09:19.762] Software → Machine: 3F (?)
[2025-10-19 21:09:19.763] Machine → Software: 3F (?)
[2025-10-19 21:09:19.765] Software → Machine: 57 (W)
[2025-10-19 21:09:19.766] Machine → Software: 57 (W)
[2025-10-19 21:09:19.767] Software → Machine: 30 (0)
[2025-10-19 21:09:19.768] Machine → Software: 30 (0)
[2025-10-19 21:09:19.770] Software → Machine: 32 (2)
[2025-10-19 21:09:19.771] Machine → Software: 32 (2)
[2025-10-19 21:09:19.773] Software → Machine: 30 (0)
[2025-10-19 21:09:19.774] Machine → Software: 30 (0)
[2025-10-19 21:09:19.776] Software → Machine: 31 (1)
[2025-10-19 21:09:19.777] Machine → Software: 31 (1)
[2025-10-19 21:09:19.778] Software → Machine: 45 (E)
[2025-10-19 21:09:19.780] Machine → Software: 45 (E)
[2025-10-19 21:09:19.781] Software → Machine: 31 (1)
[2025-10-19 21:09:19.783] Machine → Software: 31 (1)
[2025-10-19 21:09:19.784] Software → Machine: 30 (0)
[2025-10-19 21:09:19.785] Machine → Software: 30 (0)
[2025-10-19 21:09:19.787] Software → Machine: 30 (0)
[2025-10-19 21:09:19.788] Machine → Software: 30 (0)
[2025-10-19 21:09:19.790] Software → Machine: 3F (?)
[2025-10-19 21:09:19.791] Machine → Software: 3F (?)
[2025-10-19 21:09:19.793] Software → Machine: 57 (W)
[2025-10-19 21:09:19.794] Machine → Software: 57 (W)
[2025-10-19 21:09:19.796] Software → Machine: 46 (F)
[2025-10-19 21:09:19.797] Machine → Software: 46 (F)
[2025-10-19 21:09:19.799] Software → Machine: 46 (F)
[2025-10-19 21:09:19.800] Machine → Software: 46 (F)
[2025-10-19 21:09:19.801] Software → Machine: 46 (F)
[2025-10-19 21:09:19.803] Machine → Software: 46 (F)
[2025-10-19 21:09:19.804] Software → Machine: 45 (E)
[2025-10-19 21:09:19.806] Machine → Software: 45 (E)
[2025-10-19 21:09:19.807] Software → Machine: 44 (D)
[2025-10-19 21:09:19.808] Machine → Software: 44 (D)
[2025-10-19 21:09:19.810] Software → Machine: 30 (0)
[2025-10-19 21:09:19.811] Machine → Software: 30 (0)
[2025-10-19 21:09:19.813] Software → Machine: 30 (0)
[2025-10-19 21:09:19.814] Machine → Software: 30 (0)
[2025-10-19 21:09:19.816] Software → Machine: 30 (0)
[2025-10-19 21:09:19.817] Machine → Software: 30 (0)
[2025-10-19 21:09:19.819] Software → Machine: 33 (3)
[2025-10-19 21:09:19.820] Machine → Software: 33 (3)
[2025-10-19 21:09:19.821] Software → Machine: 31 (1)
[2025-10-19 21:09:19.822] Machine → Software: 31 (1)
[2025-10-19 21:09:19.824] Software → Machine: 3F (?)
[2025-10-19 21:09:20.328] Machine → Software: 3F (?)
[2025-10-19 21:09:20.330] Software → Machine: 52 (R)
[2025-10-19 21:09:20.331] Machine → Software: 52 (R)
[2025-10-19 21:09:20.333] Software → Machine: 46 (F)
[2025-10-19 21:09:20.334] Machine → Software: 46 (F)
[2025-10-19 21:09:20.335] Software → Machine: 46 (F)
[2025-10-19 21:09:20.337] Machine → Software: 46 (F)
[2025-10-19 21:09:20.338] Software → Machine: 46 (F)
[2025-10-19 21:09:20.340] Machine → Software: 46 (F)
[2025-10-19 21:09:20.342] Software → Machine: 45 (E)
[2025-10-19 21:09:20.343] Machine → Software: 45 (E)
[2025-10-19 21:09:20.345] Software → Machine: 44 (D)
[2025-10-19 21:09:20.346] Machine → Software: 44 (D)
[2025-10-19 21:09:20.348] Software → Machine: 30 (0)
[2025-10-19 21:09:20.349] Machine → Software: 30 (0)
[2025-10-19 21:09:20.350] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:20.351] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:20.352] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:20.353] Machine → Software: 30 30 30 30 38 33 (000083)
[2025-10-19 21:09:20.355] Machine → Software: 30 30 36 33 30 30 30 (0063000)
[2025-10-19 21:09:20.356] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:20.358] Machine → Software: 30 30 30 30 30 30 30 30 30 30 (0000000000)
[2025-10-19 21:09:20.360] Machine → Software: 30 30 30 30 30 30 33 30 30 30 (0000003000)
[2025-10-19 21:09:20.382] Machine → Software: 30 30 31 33 30 30 30 30 30 30 30 4F (00130000000O)
[2025-10-19 21:09:20.388] Software → Machine: 57 (W)
[2025-10-19 21:09:20.393] Machine → Software: 57 (W)
[2025-10-19 21:09:20.395] Software → Machine: 46 (F)
[2025-10-19 21:09:20.396] Machine → Software: 46 (F)
[2025-10-19 21:09:20.398] Software → Machine: 46 (F)
[2025-10-19 21:09:20.399] Machine → Software: 46 (F)
[2025-10-19 21:09:20.401] Software → Machine: 46 (F)
[2025-10-19 21:09:20.402] Machine → Software: 46 (F)
[2025-10-19 21:09:20.404] Software → Machine: 45 (E)
[2025-10-19 21:09:20.405] Machine → Software: 45 (E)
[2025-10-19 21:09:20.407] Software → Machine: 44 (D)
[2025-10-19 21:09:20.408] Machine → Software: 44 (D)
[2025-10-19 21:09:20.409] Software → Machine: 30 (0)
[2025-10-19 21:09:20.411] Machine → Software: 30 (0)
[2025-10-19 21:09:20.412] Software → Machine: 30 (0)
[2025-10-19 21:09:20.413] Machine → Software: 30 (0)
[2025-10-19 21:09:20.415] Software → Machine: 30 (0)
[2025-10-19 21:09:20.416] Machine → Software: 30 (0)
[2025-10-19 21:09:20.418] Software → Machine: 32 (2)
[2025-10-19 21:09:20.419] Machine → Software: 32 (2)
[2025-10-19 21:09:20.421] Software → Machine: 31 (1)
[2025-10-19 21:09:20.422] Machine → Software: 31 (1)
[2025-10-19 21:09:20.424] Software → Machine: 3F (?)
[2025-10-19 21:09:20.928] Machine → Software: 3F (?)
[2025-10-19 21:09:20.930] Software → Machine: 52 (R)
[2025-10-19 21:09:20.931] Machine → Software: 52 (R)
[2025-10-19 21:09:20.932] Software → Machine: 46 (F)
[2025-10-19 21:09:20.934] Machine → Software: 46 (F)
[2025-10-19 21:09:20.935] Software → Machine: 46 (F)
[2025-10-19 21:09:20.937] Machine → Software: 46 (F)
[2025-10-19 21:09:20.938] Software → Machine: 46 (F)
[2025-10-19 21:09:20.940] Machine → Software: 46 (F)
[2025-10-19 21:09:20.941] Software → Machine: 45 (E)
[2025-10-19 21:09:20.943] Machine → Software: 45 (E)
[2025-10-19 21:09:20.944] Software → Machine: 44 (D)
[2025-10-19 21:09:20.945] Machine → Software: 44 (D)
[2025-10-19 21:09:20.947] Software → Machine: 30 (0)
[2025-10-19 21:09:20.948] Machine → Software: 30 (0)
[2025-10-19 21:09:20.949] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:20.950] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.950] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.951] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.952] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.952] Machine → Software: 30 38 33 (083)
[2025-10-19 21:09:20.953] Machine → Software: 30 30 36 33 (0063)
[2025-10-19 21:09:20.954] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.955] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.955] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.956] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:20.957] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.958] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.959] Machine → Software: 30 30 33 30 30 (00300)
[2025-10-19 21:09:20.960] Machine → Software: 30 30 30 31 (0001)
[2025-10-19 21:09:20.961] Machine → Software: 32 30 30 30 (2000)
[2025-10-19 21:09:20.962] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.962] Machine → Software: 4F (O)
[2025-10-19 21:09:20.964] Software → Machine: 52 (R)
[2025-10-19 21:09:20.965] Machine → Software: 52 (R)
[2025-10-19 21:09:20.967] Software → Machine: 30 (0)
[2025-10-19 21:09:20.968] Machine → Software: 30 (0)
[2025-10-19 21:09:20.970] Software → Machine: 32 (2)
[2025-10-19 21:09:20.971] Machine → Software: 32 (2)
[2025-10-19 21:09:20.973] Software → Machine: 34 (4)
[2025-10-19 21:09:20.975] Machine → Software: 34 (4)
[2025-10-19 21:09:20.976] Software → Machine: 30 (0)
[2025-10-19 21:09:20.977] Machine → Software: 30 (0)
[2025-10-19 21:09:20.979] Software → Machine: 38 (8)
[2025-10-19 21:09:20.980] Machine → Software: 38 (8)
[2025-10-19 21:09:20.982] Software → Machine: 30 (0)
[2025-10-19 21:09:20.983] Machine → Software: 30 (0)
[2025-10-19 21:09:20.984] Machine → Software: 32 44 30 30 (2D00)
[2025-10-19 21:09:20.985] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.986] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:20.986] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:20.991] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:22.991] Machine → Software: 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 (0000000000000000000000000)
[2025-10-19 21:09:24.523] Machine → Software: 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 39 30 38 46 39 33 4F (000000000000000908F93O)
[2025-10-19 21:09:24.524] Software → Machine: 52 52 (RR)
[2025-10-19 21:09:24.525] Machine → Software: 52 (R)
[2025-10-19 21:09:24.527] Machine → Software: 3F (?)
[2025-10-19 21:09:24.773] Software → Machine: 02 66 03 6B (.f.k)
[2025-10-19 21:09:24.774] Machine → Software: 51 (Q)
[2025-10-19 21:09:24.775] Machine → Software: 21 51 (!Q)
[2025-10-19 21:09:24.822] Software → Machine: 52 (R)
[2025-10-19 21:09:24.824] Machine → Software: 52 (R)
[2025-10-19 21:09:24.843] Software → Machine: 46 (F)
[2025-10-19 21:09:24.844] Machine → Software: 46 (F)
[2025-10-19 21:09:24.863] Software → Machine: 3F (?)
[2025-10-19 21:09:24.864] Machine → Software: 3F (?)
[2025-10-19 21:09:24.883] Software → Machine: 52 (R)
[2025-10-19 21:09:24.884] Machine → Software: 52 (R)
[2025-10-19 21:09:24.886] Software → Machine: 30 (0)
[2025-10-19 21:09:24.887] Machine → Software: 30 (0)
[2025-10-19 21:09:24.888] Software → Machine: 32 (2)
[2025-10-19 21:09:24.890] Machine → Software: 32 (2)
[2025-10-19 21:09:24.892] Software → Machine: 34 (4)
[2025-10-19 21:09:24.893] Machine → Software: 34 (4)
[2025-10-19 21:09:24.895] Software → Machine: 30 (0)
[2025-10-19 21:09:24.896] Machine → Software: 30 (0)
[2025-10-19 21:09:24.898] Software → Machine: 38 (8)
[2025-10-19 21:09:24.899] Machine → Software: 38 (8)
[2025-10-19 21:09:24.901] Software → Machine: 30 (0)
[2025-10-19 21:09:24.902] Machine → Software: 30 (0)
[2025-10-19 21:09:24.903] Machine → Software: 32 44 30 30 (2D00)
[2025-10-19 21:09:24.903] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:24.904] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:24.905] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:24.906] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:24.907] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:24.908] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:24.908] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:24.909] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:24.910] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:24.911] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:24.911] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:26.052] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:28.086] Machine → Software: 30 30 30 30 30 30 30 30 39 30 38 46 39 33 4F (00000000908F93O)
[2025-10-19 21:09:28.087] Software → Machine: 52 52 (RR)
[2025-10-19 21:09:28.089] Machine → Software: 52 (R)
[2025-10-19 21:09:28.090] Machine → Software: 3F (?)
[2025-10-19 21:09:28.107] Software → Machine: 46 (F)
[2025-10-19 21:09:28.108] Machine → Software: 51 (Q)
[2025-10-19 21:09:28.157] Software → Machine: 52 (R)
[2025-10-19 21:09:28.158] Machine → Software: 52 (R)
[2025-10-19 21:09:28.779] Software → Machine: 02 66 03 6B (.f.k)
[2025-10-19 21:09:28.780] Machine → Software: 3F (?)
[2025-10-19 21:09:28.781] Machine → Software: 51 21 (Q!)
[2025-10-19 21:09:28.782] Software → Machine: 46 (F)
[2025-10-19 21:09:28.784] Machine → Software: 51 (Q)
[2025-10-19 21:09:28.848] Software → Machine: 52 (R)
[2025-10-19 21:09:28.850] Machine → Software: 52 (R)
[2025-10-19 21:09:28.868] Software → Machine: 46 (F)
[2025-10-19 21:09:28.869] Machine → Software: 46 (F)
[2025-10-19 21:09:28.888] Software → Machine: 3F (?)
[2025-10-19 21:09:28.890] Machine → Software: 3F (?)
[2025-10-19 21:09:28.908] Software → Machine: 52 (R)
[2025-10-19 21:09:28.910] Machine → Software: 52 (R)
[2025-10-19 21:09:28.911] Software → Machine: 30 (0)
[2025-10-19 21:09:28.913] Machine → Software: 30 (0)
[2025-10-19 21:09:28.915] Software → Machine: 32 (2)
[2025-10-19 21:09:28.916] Machine → Software: 32 (2)
[2025-10-19 21:09:28.918] Software → Machine: 34 (4)
[2025-10-19 21:09:28.919] Machine → Software: 34 (4)
[2025-10-19 21:09:28.920] Software → Machine: 30 (0)
[2025-10-19 21:09:28.921] Machine → Software: 30 (0)
[2025-10-19 21:09:28.923] Software → Machine: 30 (0)
[2025-10-19 21:09:28.924] Machine → Software: 30 (0)
[2025-10-19 21:09:28.926] Software → Machine: 34 (4)
[2025-10-19 21:09:28.927] Machine → Software: 34 (4)
[2025-10-19 21:09:28.928] Machine → Software: 30 30 46 (00F)
[2025-10-19 21:09:28.929] Machine → Software: 46 46 45 44 34 (FFED4)
[2025-10-19 21:09:28.930] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:28.931] Machine → Software: 32 30 33 46 (203F)
[2025-10-19 21:09:28.931] Machine → Software: 43 30 30 30 (C000)
[2025-10-19 21:09:28.932] Machine → Software: 32 38 32 (282)
[2025-10-19 21:09:28.933] Machine → Software: 41 45 30 30 (AE00)
[2025-10-19 21:09:28.934] Machine → Software: 30 32 30 34 (0204)
[2025-10-19 21:09:28.934] Machine → Software: 32 32 30 30 (2200)
[2025-10-19 21:09:28.935] Machine → Software: 30 32 30 (020)
[2025-10-19 21:09:28.936] Machine → Software: 31 44 43 30 (1DC0)
[2025-10-19 21:09:28.937] Machine → Software: 30 30 32 (002)
[2025-10-19 21:09:28.937] Machine → Software: 34 30 38 (408)
[2025-10-19 21:09:28.938] Machine → Software: 30 30 30 46 (000F)
[2025-10-19 21:09:28.939] Machine → Software: 46 46 45 (FFE)
[2025-10-19 21:09:29.614] Machine → Software: 45 34 30 30 (E400)
[2025-10-19 21:09:29.615] Machine → Software: 30 32 30 34 32 34 4F (020424O)
[2025-10-19 21:09:29.617] Software → Machine: 52 (R)
[2025-10-19 21:09:29.619] Machine → Software: 52 (R)
[2025-10-19 21:09:29.620] Software → Machine: 46 (F)
