Serial Capture Session Started - 2025-10-19 21:08:44.965
Software: COM7, Machine: COM15, Baud: 19200
================================================================================
*** Forwarding ENABLED - 'R' received from Software ***
[2025-10-19 21:09:39.411] Machine → Software: 36 33 33 32 33 (63323)
[2025-10-19 21:09:39.412] Machine → Software: 39 4F (9O)
[2025-10-19 21:09:39.414] Software → Machine: 52 (R)
[2025-10-19 21:09:39.415] Machine → Software: 52 (R)
[2025-10-19 21:09:39.417] Software → Machine: 30 (0)
[2025-10-19 21:09:39.418] Machine → Software: 30 (0)
[2025-10-19 21:09:39.419] Software → Machine: 32 (2)
[2025-10-19 21:09:39.421] Machine → Software: 32 (2)
[2025-10-19 21:09:39.422] Software → Machine: 34 (4)
[2025-10-19 21:09:39.424] Machine → Software: 34 (4)
[2025-10-19 21:09:39.425] Software → Machine: 30 (0)
[2025-10-19 21:09:39.427] Machine → Software: 30 (0)
[2025-10-19 21:09:39.428] Software → Machine: 44 (D)
[2025-10-19 21:09:39.430] Machine → Software: 44 (D)
[2025-10-19 21:09:39.431] Software → Machine: 35 (5)
[2025-10-19 21:09:39.433] Machine → Software: 35 (5)
[2025-10-19 21:09:39.434] Machine → Software: 35 32 36 33 33 (52633)
[2025-10-19 21:09:39.435] Machine → Software: 32 33 39 33 (2393)
[2025-10-19 21:09:39.436] Machine → Software: 38 37 36 33 32 (87632)
[2025-10-19 21:09:39.436] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.437] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.438] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.439] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.440] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.442] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:39.443] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.444] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.445] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.446] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.447] Machine → Software: 30 30 30 4F (000O)
[2025-10-19 21:09:39.449] Software → Machine: 4E (N)
[2025-10-19 21:09:39.450] Machine → Software: 4E (N)
[2025-10-19 21:09:39.452] Software → Machine: 30 (0)
[2025-10-19 21:09:39.453] Machine → Software: 30 (0)
[2025-10-19 21:09:39.454] Software → Machine: 32 (2)
[2025-10-19 21:09:39.456] Machine → Software: 32 (2)
[2025-10-19 21:09:39.457] Software → Machine: 34 (4)
[2025-10-19 21:09:39.459] Machine → Software: 34 (4)
[2025-10-19 21:09:39.460] Software → Machine: 30 (0)
[2025-10-19 21:09:39.462] Machine → Software: 30 (0)
[2025-10-19 21:09:39.463] Software → Machine: 46 (F)
[2025-10-19 21:09:39.465] Machine → Software: 46 (F)
[2025-10-19 21:09:39.466] Software → Machine: 35 (5)
[2025-10-19 21:09:39.467] Machine → Software: 35 (5)
[2025-10-19 21:09:39.468] Machine → Software: 31 30 46 61 6E (10Fan)
[2025-10-19 21:09:39.469] Machine → Software: 4C 47 00 00 00 00 (LG....)
[2025-10-19 21:09:39.470] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:39.471] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:39.472] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:39.473] Machine → Software: 00 00 00 00 00 4E 76 (.....Nv)
[2025-10-19 21:09:39.475] Machine → Software: 37 33 35 00 00 00 00 (735....)
[2025-10-19 21:09:39.476] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:39.477] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:39.478] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:39.479] Machine → Software: 00 00 56 32 45 (..V2E)
[2025-10-19 21:09:39.480] Machine → Software: 6D 62 53 63 69 73 73 (mbSciss)
[2025-10-19 21:09:40.788] Machine → Software: 4C 47 00 00 00 00 (LG....)
[2025-10-19 21:09:42.819] Machine → Software: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 6D 32 37 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D 65 30 31 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 39 35 31 38 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 53 70 33 36 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 53 70 35 33 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F (................dm27 ...........................me014...........................995183..........................Sp362...........................Sp533...........................O)
[2025-10-19 21:09:42.822] Software → Machine: 4E (N)
[2025-10-19 21:09:42.823] Machine → Software: 4E (N)
[2025-10-19 21:09:42.825] Software → Machine: 30 (0)
[2025-10-19 21:09:42.826] Machine → Software: 30 (0)
[2025-10-19 21:09:42.827] Software → Machine: 32 (2)
[2025-10-19 21:09:42.829] Machine → Software: 32 (2)
[2025-10-19 21:09:42.830] Software → Machine: 34 (4)
[2025-10-19 21:09:42.831] Machine → Software: 34 (4)
[2025-10-19 21:09:42.833] Software → Machine: 31 (1)
[2025-10-19 21:09:42.834] Machine → Software: 31 (1)
[2025-10-19 21:09:42.836] Software → Machine: 46 (F)
[2025-10-19 21:09:42.837] Machine → Software: 46 (F)
[2025-10-19 21:09:42.839] Software → Machine: 35 (5)
[2025-10-19 21:09:42.840] Machine → Software: 35 (5)
[2025-10-19 21:09:42.841] Machine → Software: 57 6C 33 31 (Wl31)
[2025-10-19 21:09:42.841] Machine → Software: 38 00 00 00 00 00 (8.....)
[2025-10-19 21:09:42.842] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:42.843] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:42.844] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:42.845] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:42.846] Machine → Software: 00 00 57 6D 32 (..Wm2)
[2025-10-19 21:09:42.847] Machine → Software: 34 34 00 00 00 (44...)
[2025-10-19 21:09:42.848] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:42.848] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:42.849] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:42.850] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:42.851] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:42.852] Machine → Software: 00 00 6C 62 31 30 (..lb10)
[2025-10-19 21:09:42.852] Machine → Software: 39 00 00 00 (9...)
[2025-10-19 21:09:42.853] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:42.854] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:43.835] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:43.881] Machine → Software: 00 00 00 00 00 00 00 00 00 00 46 6C 35 37 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 57 6C 39 39 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 50 42 33 35 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 72 30 37 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 72 30 36 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F (..........Fl572...........................Wl998...........................EPB35...........................Cr070...........................Cr060...........................O)
[2025-10-19 21:09:43.907] Software → Machine: 52 (R)
[2025-10-19 21:09:43.916] Machine → Software: 52 (R)
[2025-10-19 21:09:43.918] Software → Machine: 30 (0)
[2025-10-19 21:09:43.919] Machine → Software: 30 (0)
[2025-10-19 21:09:43.921] Software → Machine: 32 (2)
[2025-10-19 21:09:43.923] Machine → Software: 32 (2)
[2025-10-19 21:09:43.925] Software → Machine: 34 (4)
[2025-10-19 21:09:43.927] Machine → Software: 34 (4)
[2025-10-19 21:09:43.929] Software → Machine: 32 (2)
[2025-10-19 21:09:43.930] Machine → Software: 32 (2)
[2025-10-19 21:09:43.931] Software → Machine: 46 (F)
[2025-10-19 21:09:43.933] Machine → Software: 46 (F)
[2025-10-19 21:09:43.934] Software → Machine: 35 (5)
[2025-10-19 21:09:43.935] Machine → Software: 35 (5)
[2025-10-19 21:09:43.936] Machine → Software: 34 45 37 36 (4E76)
[2025-10-19 21:09:43.937] Machine → Software: 33 38 33 35 (3835)
[2025-10-19 21:09:43.938] Machine → Software: 33 30 30 30 (3000)
[2025-10-19 21:09:43.939] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:43.940] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:43.941] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:43.941] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:43.943] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:43.944] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:43.945] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:43.946] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:43.947] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:43.948] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:43.949] Machine → Software: 30 30 30 4F (000O)
[2025-10-19 21:09:43.952] Software → Machine: 4C (L)
[2025-10-19 21:09:43.953] Machine → Software: 4C (L)
[2025-10-19 21:09:43.955] Software → Machine: 30 (0)
[2025-10-19 21:09:43.956] Machine → Software: 30 (0)
[2025-10-19 21:09:43.957] Software → Machine: 32 (2)
[2025-10-19 21:09:43.959] Machine → Software: 32 (2)
[2025-10-19 21:09:43.961] Software → Machine: 34 (4)
[2025-10-19 21:09:43.962] Machine → Software: 34 (4)
[2025-10-19 21:09:43.964] Software → Machine: 30 (0)
[2025-10-19 21:09:43.965] Machine → Software: 30 (0)
[2025-10-19 21:09:43.966] Software → Machine: 44 (D)
[2025-10-19 21:09:43.968] Machine → Software: 44 (D)
[2025-10-19 21:09:43.969] Software → Machine: 35 (5)
[2025-10-19 21:09:43.971] Machine → Software: 35 (5)
[2025-10-19 21:09:43.972] Software → Machine: 30 (0)
[2025-10-19 21:09:43.973] Machine → Software: 30 (0)
[2025-10-19 21:09:43.975] Software → Machine: 30 (0)
[2025-10-19 21:09:43.976] Machine → Software: 30 (0)
[2025-10-19 21:09:43.978] Software → Machine: 30 (0)
[2025-10-19 21:09:43.979] Machine → Software: 30 (0)
[2025-10-19 21:09:43.981] Software → Machine: 32 (2)
[2025-10-19 21:09:43.982] Machine → Software: 32 (2)
[2025-10-19 21:09:43.984] Software → Machine: 34 (4)
[2025-10-19 21:09:43.985] Machine → Software: 34 (4)
[2025-10-19 21:09:43.987] Software → Machine: 30 (0)
[2025-10-19 21:09:43.988] Machine → Software: 30 (0)
[2025-10-19 21:09:43.991] Machine → Software: 30 (0)
[2025-10-19 21:09:43.992] Machine → Software: 30 30 30 31 43 37 (0001C7)
[2025-10-19 21:09:43.993] Machine → Software: 39 4F (9O)
[2025-10-19 21:09:43.995] Software → Machine: 52 (R)
[2025-10-19 21:09:43.996] Machine → Software: 52 (R)
[2025-10-19 21:09:43.998] Software → Machine: 30 (0)
[2025-10-19 21:09:43.999] Machine → Software: 30 (0)
[2025-10-19 21:09:44.001] Software → Machine: 32 (2)
[2025-10-19 21:09:44.002] Machine → Software: 32 (2)
[2025-10-19 21:09:44.004] Software → Machine: 34 (4)
[2025-10-19 21:09:44.005] Machine → Software: 34 (4)
[2025-10-19 21:09:44.007] Software → Machine: 30 (0)
[2025-10-19 21:09:44.008] Machine → Software: 30 (0)
[2025-10-19 21:09:44.010] Software → Machine: 34 (4)
[2025-10-19 21:09:44.011] Machine → Software: 34 (4)
[2025-10-19 21:09:44.013] Software → Machine: 30 (0)
[2025-10-19 21:09:44.014] Machine → Software: 30 (0)
[2025-10-19 21:09:44.015] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:44.016] Machine → Software: 30 36 41 30 30 (06A00)
[2025-10-19 21:09:44.017] Machine → Software: 30 30 32 30 (0020)
[2025-10-19 21:09:44.018] Machine → Software: 37 36 34 30 (7640)
[2025-10-19 21:09:44.019] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.019] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:44.020] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.021] Machine → Software: 30 30 30 (000)
[2025-10-19 21:09:44.022] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:44.023] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.024] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:44.025] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:44.026] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.027] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:44.028] Machine → Software: 30 4F (0O)
[2025-10-19 21:09:44.030] Software → Machine: 52 (R)
[2025-10-19 21:09:44.032] Machine → Software: 52 (R)
[2025-10-19 21:09:44.034] Software → Machine: 30 (0)
[2025-10-19 21:09:44.035] Machine → Software: 30 (0)
[2025-10-19 21:09:44.037] Software → Machine: 32 (2)
[2025-10-19 21:09:44.038] Machine → Software: 32 (2)
[2025-10-19 21:09:44.039] Software → Machine: 30 (0)
[2025-10-19 21:09:44.041] Machine → Software: 30 (0)
[2025-10-19 21:09:44.043] Software → Machine: 36 (6)
[2025-10-19 21:09:44.044] Machine → Software: 36 (6)
[2025-10-19 21:09:44.046] Software → Machine: 41 (A)
[2025-10-19 21:09:44.047] Machine → Software: 41 (A)
[2025-10-19 21:09:44.048] Software → Machine: 30 (0)
[2025-10-19 21:09:44.050] Machine → Software: 30 (0)
[2025-10-19 21:09:44.050] Machine → Software: 31 44 31 42 (1D1B)
[2025-10-19 21:09:44.051] Machine → Software: 32 41 30 33 (2A03)
[2025-10-19 21:09:44.052] Machine → Software: 30 30 30 30 32 (00002)
[2025-10-19 21:09:44.053] Machine → Software: 43 30 37 30 (C070)
[2025-10-19 21:09:44.054] Machine → Software: 32 30 30 30 30 (20000)
[2025-10-19 21:09:44.055] Machine → Software: 30 33 30 35 (0305)
[2025-10-19 21:09:44.056] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:44.057] Machine → Software: 30 30 46 46 46 (00FFF)
[2025-10-19 21:09:44.058] Machine → Software: 46 46 46 30 30 (FFF00)
[2025-10-19 21:09:44.060] Machine → Software: 46 43 36 30 30 30 30 30 (FC600000)
[2025-10-19 21:09:44.061] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.062] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:44.063] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:44.064] Machine → Software: 4F (O)
[2025-10-19 21:09:44.066] Software → Machine: 57 (W)
[2025-10-19 21:09:44.068] Machine → Software: 57 (W)
[2025-10-19 21:09:44.069] Software → Machine: 46 (F)
[2025-10-19 21:09:44.071] Machine → Software: 46 (F)
[2025-10-19 21:09:44.072] Software → Machine: 46 (F)
[2025-10-19 21:09:44.074] Machine → Software: 46 (F)
[2025-10-19 21:09:44.075] Software → Machine: 46 (F)
[2025-10-19 21:09:44.077] Machine → Software: 46 (F)
[2025-10-19 21:09:44.078] Software → Machine: 45 (E)
[2025-10-19 21:09:44.080] Machine → Software: 45 (E)
[2025-10-19 21:09:44.081] Software → Machine: 44 (D)
[2025-10-19 21:09:44.082] Machine → Software: 44 (D)
[2025-10-19 21:09:44.084] Software → Machine: 30 (0)
[2025-10-19 21:09:44.085] Machine → Software: 30 (0)
[2025-10-19 21:09:44.087] Software → Machine: 30 (0)
[2025-10-19 21:09:44.088] Machine → Software: 30 (0)
[2025-10-19 21:09:44.090] Software → Machine: 31 (1)
[2025-10-19 21:09:44.091] Machine → Software: 31 (1)
[2025-10-19 21:09:44.093] Software → Machine: 30 (0)
[2025-10-19 21:09:44.094] Machine → Software: 30 (0)
[2025-10-19 21:09:44.096] Software → Machine: 31 (1)
[2025-10-19 21:09:44.097] Machine → Software: 31 (1)
[2025-10-19 21:09:44.099] Software → Machine: 3F (?)
[2025-10-19 21:09:44.100] Machine → Software: 3F (?)
[2025-10-19 21:09:44.101] Software → Machine: 52 (R)
[2025-10-19 21:09:44.103] Machine → Software: 52 (R)
[2025-10-19 21:09:44.104] Software → Machine: 46 (F)
[2025-10-19 21:09:44.105] Machine → Software: 46 (F)
[2025-10-19 21:09:44.107] Software → Machine: 46 (F)
[2025-10-19 21:09:44.109] Machine → Software: 46 (F)
[2025-10-19 21:09:44.111] Software → Machine: 46 (F)
[2025-10-19 21:09:44.112] Machine → Software: 46 (F)
[2025-10-19 21:09:44.114] Software → Machine: 45 (E)
[2025-10-19 21:09:44.115] Machine → Software: 45 (E)
[2025-10-19 21:09:44.117] Software → Machine: 44 (D)
[2025-10-19 21:09:44.118] Machine → Software: 44 (D)
[2025-10-19 21:09:44.120] Software → Machine: 30 (0)
[2025-10-19 21:09:44.122] Machine → Software: 30 (0)
[2025-10-19 21:09:44.123] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:44.124] Machine → Software: 30 30 30 30 30 30 30 30 30 (000000000)
[2025-10-19 21:09:44.126] Machine → Software: 30 30 30 38 33 30 30 36 (00083006)
[2025-10-19 21:09:44.127] Machine → Software: 33 30 30 30 30 30 30 30 (30000000)
[2025-10-19 21:09:44.129] Machine → Software: 30 30 30 30 30 30 30 30 30 30 (0000000000)
[2025-10-19 21:09:44.130] Machine → Software: 30 30 30 30 30 30 30 46 46 (0000000FF)
[2025-10-19 21:09:44.132] Machine → Software: 30 30 30 30 30 31 30 30 (00000100)
[2025-10-19 21:09:44.134] Machine → Software: 30 30 30 30 30 30 4F (000000O)
[2025-10-19 21:09:44.136] Software → Machine: 54 (T)
[2025-10-19 21:09:44.138] Machine → Software: 54 (T)
[2025-10-19 21:09:44.139] Software → Machine: 72 (r)
[2025-10-19 21:09:44.141] Machine → Software: 72 (r)
[2025-10-19 21:09:44.142] Software → Machine: 4D (M)
[2025-10-19 21:09:44.144] Machine → Software: 4D (M)
[2025-10-19 21:09:44.145] Software → Machine: 45 (E)
[2025-10-19 21:09:44.147] Machine → Software: 45 (E)
================================================================================
Session Ended - 2025-10-19 21:09:48.310
