Serial Capture Session Started - 2025-10-15 23:18:37.937
Software: COM7, Machine: COM15, Baud: 57600
================================================================================
[2025-10-15 23:18:44.603] Software → Machine: 54 (T)
[2025-10-15 23:18:44.604] Machine → Software: 54 (T)
[2025-10-15 23:18:44.616] Software → Machine: 72 (r)
[2025-10-15 23:18:44.617] Machine → Software: 72 (r)
[2025-10-15 23:18:44.619] Software → Machine: 4D (M)
[2025-10-15 23:18:44.620] Machine → Software: 4D (M)
[2025-10-15 23:18:44.622] Software → Machine: 45 (E)
[2025-10-15 23:18:44.623] Machine → Software: 45 (E)
[2025-10-15 23:18:44.870] Software → Machine: 59 (Y)
[2025-10-15 23:18:44.871] Machine → Software: 59 (Y)
[2025-10-15 23:18:44.873] Software → Machine: 51 (Q)
[2025-10-15 23:18:44.874] Machine → Software: 51 (Q)
[2025-10-15 23:18:45.014] Machine → Software: 4F (O)
[2025-10-15 23:18:45.015] Software → Machine: 57 (W)
[2025-10-15 23:18:45.449] Machine → Software: 57 (W)
[2025-10-15 23:18:45.451] Software → Machine: 46 (F)
[2025-10-15 23:18:45.453] Machine → Software: 46 (F)
[2025-10-15 23:18:45.454] Software → Machine: 46 (F)
[2025-10-15 23:18:45.456] Machine → Software: 46 (F)
[2025-10-15 23:18:45.457] Software → Machine: 46 (F)
[2025-10-15 23:18:45.459] Machine → Software: 46 (F)
[2025-10-15 23:18:45.460] Software → Machine: 45 (E)
[2025-10-15 23:18:45.462] Machine → Software: 45 (E)
[2025-10-15 23:18:45.463] Software → Machine: 44 (D)
[2025-10-15 23:18:45.465] Machine → Software: 44 (D)
[2025-10-15 23:18:45.466] Software → Machine: 30 (0)
[2025-10-15 23:18:45.467] Machine → Software: 30 (0)
[2025-10-15 23:18:45.469] Software → Machine: 30 (0)
[2025-10-15 23:18:45.470] Machine → Software: 30 (0)
[2025-10-15 23:18:45.472] Software → Machine: 30 (0)
[2025-10-15 23:18:45.473] Machine → Software: 30 (0)
[2025-10-15 23:18:45.475] Software → Machine: 41 (A)
[2025-10-15 23:18:45.476] Machine → Software: 41 (A)
[2025-10-15 23:18:45.478] Software → Machine: 31 (1)
[2025-10-15 23:18:45.479] Machine → Software: 31 (1)
[2025-10-15 23:18:45.480] Software → Machine: 3F (?)
[2025-10-15 23:18:45.985] Machine → Software: 3F (?)
[2025-10-15 23:18:45.987] Software → Machine: 52 (R)
