Serial Capture Session Started - 2025-10-14 21:13:54.797
Port 1: COM7, Port 2: COM15, Baud: 57600
================================================================================
[2025-10-14 21:14:03.077] COM7 → COM15: 54 (T)
[2025-10-14 21:14:03.079] COM15 → COM7: 54 (T)
[2025-10-14 21:14:03.085] COM7 → COM15: 72 (r)
[2025-10-14 21:14:03.087] COM15 → COM7: 72 (r)
[2025-10-14 21:14:03.091] COM7 → COM15: 4D (M)
[2025-10-14 21:14:03.094] COM15 → COM7: 4D (M)
[2025-10-14 21:14:03.095] COM7 → COM15: 45 (E)
[2025-10-14 21:14:03.097] COM15 → COM7: 45 (E)
[2025-10-14 21:14:03.348] COM7 → COM15: 59 (Y)
[2025-10-14 21:14:03.351] COM15 → COM7: 59 (Y)
[2025-10-14 21:14:03.352] COM7 → COM15: 51 (Q)
[2025-10-14 21:14:03.354] COM15 → COM7: 51 (Q)
[2025-10-14 21:14:03.494] COM15 → COM7: 4F (O)
[2025-10-14 21:14:03.495] COM7 → COM15: 57 (W)
[2025-10-14 21:14:03.930] COM15 → COM7: 57 (W)
[2025-10-14 21:14:03.932] COM7 → COM15: 46 (F)
[2025-10-14 21:14:03.933] COM15 → COM7: 46 (F)
[2025-10-14 21:14:03.935] COM7 → COM15: 46 (F)
[2025-10-14 21:14:03.936] COM15 → COM7: 46 (F)
[2025-10-14 21:14:03.938] COM7 → COM15: 46 (F)
[2025-10-14 21:14:03.939] COM15 → COM7: 46 (F)
[2025-10-14 21:14:03.941] COM7 → COM15: 45 (E)
[2025-10-14 21:14:03.942] COM15 → COM7: 45 (E)
[2025-10-14 21:14:03.944] COM7 → COM15: 44 (D)
[2025-10-14 21:14:03.945] COM15 → COM7: 44 (D)
[2025-10-14 21:14:03.947] COM7 → COM15: 30 (0)
[2025-10-14 21:14:03.948] COM15 → COM7: 30 (0)
[2025-10-14 21:14:03.951] COM7 → COM15: 30 (0)
[2025-10-14 21:14:03.952] COM15 → COM7: 30 (0)
[2025-10-14 21:14:03.954] COM7 → COM15: 30 (0)
[2025-10-14 21:14:03.955] COM15 → COM7: 30 (0)
[2025-10-14 21:14:03.957] COM7 → COM15: 41 (A)
[2025-10-14 21:14:03.958] COM15 → COM7: 41 (A)
[2025-10-14 21:14:03.960] COM7 → COM15: 31 (1)
[2025-10-14 21:14:03.961] COM15 → COM7: 31 (1)
[2025-10-14 21:14:03.963] COM7 → COM15: 3F (?)
[2025-10-14 21:14:04.467] COM15 → COM7: 3F (?)
[2025-10-14 21:14:04.469] COM7 → COM15: 52 (R)
[2025-10-14 21:14:04.470] COM15 → COM7: 52 (R)
[2025-10-14 21:14:04.472] COM7 → COM15: 46 (F)
[2025-10-14 21:14:04.473] COM15 → COM7: 46 (F)
[2025-10-14 21:14:04.475] COM7 → COM15: 46 (F)
[2025-10-14 21:14:04.476] COM15 → COM7: 46 (F)
[2025-10-14 21:14:04.477] COM7 → COM15: 46 (F)
[2025-10-14 21:14:04.479] COM15 → COM7: 46 (F)
[2025-10-14 21:14:04.480] COM7 → COM15: 45 (E)
[2025-10-14 21:14:04.482] COM15 → COM7: 45 (E)
[2025-10-14 21:14:04.483] COM7 → COM15: 44 (D)
[2025-10-14 21:14:04.484] COM15 → COM7: 44 (D)
[2025-10-14 21:14:04.486] COM7 → COM15: 30 (0)
[2025-10-14 21:14:04.487] COM15 → COM7: 30 (0)
[2025-10-14 21:14:04.488] COM15 → COM7: 30 30 30 32 (0002)
[2025-10-14 21:14:04.510] COM15 → COM7: 30 30 30 30 30 30 34 30 30 (000000400)
[2025-10-14 21:14:05.097] COM15 → COM7: 30 30 30 30 30 38 33 30 30 36 33 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 33 30 30 30 30 30 31 41 30 30 30 30 30 30 30 4F (0000083006300000000000000000000000003000001A0000000O)
[2025-10-14 21:14:05.099] COM7 → COM15: 57 (W)
[2025-10-14 21:14:05.101] COM15 → COM7: 57 (W)
[2025-10-14 21:14:05.103] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.104] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.106] COM7 → COM15: 32 (2)
[2025-10-14 21:14:05.108] COM15 → COM7: 32 (2)
[2025-10-14 21:14:05.109] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.111] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.112] COM7 → COM15: 31 (1)
[2025-10-14 21:14:05.113] COM15 → COM7: 31 (1)
[2025-10-14 21:14:05.115] COM7 → COM15: 44 (D)
[2025-10-14 21:14:05.116] COM15 → COM7: 44 (D)
[2025-10-14 21:14:05.118] COM7 → COM15: 43 (C)
[2025-10-14 21:14:05.119] COM15 → COM7: 43 (C)
[2025-10-14 21:14:05.121] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.122] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.124] COM7 → COM15: 32 (2)
[2025-10-14 21:14:05.125] COM15 → COM7: 32 (2)
[2025-10-14 21:14:05.126] COM7 → COM15: 3F (?)
[2025-10-14 21:14:05.128] COM15 → COM7: 3F (?)
[2025-10-14 21:14:05.129] COM7 → COM15: 57 (W)
[2025-10-14 21:14:05.130] COM15 → COM7: 57 (W)
[2025-10-14 21:14:05.132] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.135] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.137] COM7 → COM15: 32 (2)
[2025-10-14 21:14:05.139] COM15 → COM7: 32 (2)
[2025-10-14 21:14:05.141] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.142] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.143] COM7 → COM15: 31 (1)
[2025-10-14 21:14:05.144] COM15 → COM7: 31 (1)
[2025-10-14 21:14:05.146] COM7 → COM15: 45 (E)
[2025-10-14 21:14:05.147] COM15 → COM7: 45 (E)
[2025-10-14 21:14:05.149] COM7 → COM15: 31 (1)
[2025-10-14 21:14:05.150] COM15 → COM7: 31 (1)
[2025-10-14 21:14:05.153] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.154] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.156] COM7 → COM15: 30 (0)
[2025-10-14 21:14:05.157] COM15 → COM7: 30 (0)
[2025-10-14 21:14:05.159] COM7 → COM15: 3F (?)
[2025-10-14 21:14:05.160] COM15 → COM7: 3F (?)
[2025-10-14 21:14:05.162] COM7 → COM15: 57 (W)
[2025-10-14 21:14:05.163] COM15 → COM7: 57 (W)
[2025-10-14 21:14:05.165] COM7 → COM15: 46 (F)
[2025-10-14 21:14:05.167] COM15 → COM7: 46 (F)
[2025-10-14 21:14:05.168] COM7 → COM15: 46 (F)
[2025-10-14 21:14:05.170] COM15 → COM7: 46 (F)
